brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
98034.0,for_sale,585000.0,3.0,3.0,0.23,905170.0,Menifee,California,92584.0,1901.0,2011-12-23
96628.0,sold,169000.0,2.0,2.0,0.39,317336.0,Saltillo,Mississippi,38866.0,1397.0,2022-03-04
11337.0,sold,595000.0,4.0,3.0,0.08,1223371.0,Port Orchard,Washington,98366.0,2088.0,2022-03-01
109974.0,for_sale,499000.0,3.0,2.0,0.1,744918.0,Buckeye,Arizona,85396.0,2000.0,2018-04-26
61194.0,for_sale,230000.0,4.0,2.0,0.18,66263.0,Pennsville,New Jersey,8070.0,1500.0,
33714.0,sold,90000.0,3.0,1.0,,1747922.0,Spencer,Oklahoma,73084.0,1125.0,2022-03-25
51500.0,for_sale,125000.0,,,1.02,1277162.0,Granbury,Texas,76049.0,,
55293.0,for_sale,25000.0,,,0.28,1138745.0,Mount Sterling,Illinois,62353.0,,
51490.0,for_sale,85000.0,,,0.33,1282410.0,Rotonda West,Florida,33947.0,,2010-04-01
107103.0,for_sale,655000.0,2.0,2.0,,1109577.0,Fraser,Colorado,80442.0,1000.0,
35403.0,for_sale,738000.0,3.0,1.0,0.12,81439.0,El Monte,California,91731.0,1040.0,2022-01-07
15330.0,for_sale,25000.0,,,3.0,1961682.0,Garfield,Georgia,30420.0,,
83.0,sold,390000.0,1.0,1.0,,1230507.0,Milpitas,California,95035.0,676.0,2021-11-10
22420.0,for_sale,38500.0,,,1.02,1863677.0,Tatum,Texas,75691.0,,
1764.0,sold,1075000.0,2.0,2.0,0.13,270162.0,Dallas,Texas,75225.0,2844.0,2022-02-18
22061.0,for_sale,1650000.0,3.0,2.0,1.17,1014375.0,Issaquah,Washington,98027.0,2680.0,2018-12-28
40763.0,for_sale,139000.0,1.0,1.0,,1039851.0,Cape Coral,Florida,33914.0,700.0,2002-06-13
48497.0,for_sale,520000.0,4.0,4.0,0.23,996001.0,Bulverde,Texas,78163.0,3045.0,
45141.0,for_sale,456000.0,,,120.0,1926605.0,Wales,Utah,84667.0,,
32466.0,for_sale,199900.0,3.0,2.0,0.15,708288.0,Little Rock,Arkansas,72202.0,1660.0,2022-04-25
77162.0,for_sale,1459000.0,,,0.96,769072.0,Austin,Texas,78741.0,,2021-06-22
57595.0,ready_to_build,318149.0,3.0,,,1434826.0,Saint Hedwig,Texas,78152.0,1675.0,
21433.0,for_sale,324900.0,4.0,3.0,0.15,615025.0,Greenville,Michigan,48838.0,1822.0,
43043.0,sold,485000.0,3.0,3.0,0.25,1731671.0,Helena,Montana,59602.0,2028.0,2022-03-26
2130.0,sold,152000.0,3.0,2.0,,1469759.0,Jacksonville,Florida,32244.0,1335.0,2022-03-21
52608.0,sold,215000.0,3.0,2.0,0.24,663663.0,Savannah,Georgia,31407.0,1549.0,2021-11-18
83523.0,sold,475000.0,3.0,2.0,0.24,672087.0,Mesa,Arizona,85202.0,1710.0,2022-04-06
53016.0,for_sale,265000.0,3.0,2.0,2.7,18084.0,Jasper,Tennessee,37347.0,1309.0,2016-02-04
34398.0,for_sale,225000.0,,,2.0,233417.0,Bowie,Maryland,20720.0,,2007-03-15
21977.0,for_sale,355000.0,4.0,3.0,,1810740.0,Fortson,Georgia,31808.0,2425.0,
13328.0,for_sale,299999.0,,,1.51,531823.0,Woodbridge,Connecticut,6525.0,,2019-07-11
70650.0,for_sale,370000.0,4.0,3.0,0.68,423672.0,Woodstock,Georgia,30188.0,2226.0,2021-06-16
53386.0,sold,125000.0,2.0,2.0,,166049.0,Erlanger,Kentucky,41018.0,1130.0,2022-04-26
98179.0,for_sale,44000.0,,,0.14,533316.0,Ormond Beach,Florida,32174.0,,1997-07-03
22926.0,for_sale,240000.0,3.0,2.0,28.0,776635.0,Boynton,Oklahoma,74422.0,1680.0,
107759.0,sold,999000.0,3.0,2.0,0.09,1206748.0,Los Angeles,California,90008.0,1569.0,2022-04-22
8660.0,for_sale,109900.0,,,5.07,914226.0,Sugar Hill,New Hampshire,3586.0,,
52610.0,for_sale,125000.0,2.0,1.0,0.13,397080.0,Riviera Beach,Florida,33404.0,800.0,
45067.0,sold,200000.0,,,1.15,513790.0,Desert Hot Springs,California,92241.0,,2022-02-08
43598.0,for_sale,423089.0,4.0,3.0,0.11,506791.0,Van Alstyne,Texas,75495.0,2262.0,
45946.0,sold,419900.0,4.0,3.0,0.26,1739160.0,Williamsburg,Virginia,23185.0,2390.0,2021-11-01
52993.0,for_sale,215000.0,3.0,2.0,0.04,43682.0,Glenolden,Pennsylvania,19036.0,1152.0,2017-02-13
41577.0,sold,564900.0,3.0,3.0,0.09,248934.0,Crozet,Virginia,22932.0,2075.0,2022-02-24
21123.0,sold,449000.0,3.0,3.0,0.16,1512986.0,Sun Valley,Nevada,89433.0,1755.0,2022-03-21
35411.0,ready_to_build,411890.0,3.0,,,961769.0,Hebron,Kentucky,41048.0,2437.0,
11463.0,for_sale,344900.0,4.0,3.0,0.28,639053.0,Carlisle,Ohio,45005.0,2977.0,
10371.0,sold,288000.0,3.0,2.0,0.31,270124.0,Greenville,South Carolina,29615.0,,2022-01-11
30404.0,for_sale,899000.0,4.0,4.0,0.16,1075729.0,Tampa,Florida,33611.0,3142.0,2021-12-22
10462.0,for_sale,210000.0,3.0,2.0,0.09,1565869.0,New Freedom,Pennsylvania,17349.0,1152.0,2014-05-23
79165.0,for_sale,425000.0,3.0,2.0,0.09,1158520.0,Lafayette Hill,Pennsylvania,19444.0,1580.0,2009-04-01
8081.0,for_sale,459900.0,4.0,3.0,0.02,228497.0,Philadelphia,Pennsylvania,19148.0,1872.0,
61945.0,sold,200000.0,3.0,2.0,0.04,373739.0,Lutz,Florida,33559.0,1160.0,2022-03-30
44207.0,for_sale,235000.0,,1.0,,1500354.0,Rego Park,New York,11374.0,,
10710.0,for_sale,85000.0,,,5.0,1980371.0,Taos,New Mexico,87571.0,,
16291.0,for_sale,289900.0,3.0,4.0,0.26,1334815.0,Tahlequah,Oklahoma,74464.0,1964.0,2021-05-25
84534.0,sold,779000.0,4.0,4.0,0.3,1587086.0,Springfield,Virginia,22150.0,3038.0,2021-12-15
30768.0,for_sale,399900.0,,,3.6,384614.0,Ramsey,Minnesota,55303.0,,2003-02-28
68915.0,for_sale,85000.0,2.0,1.0,0.15,1157597.0,Killeen,Texas,76541.0,672.0,2021-06-15
47279.0,for_sale,1450000.0,4.0,3.0,0.21,691255.0,Birmingham,Michigan,48009.0,3000.0,2021-07-15
104960.0,for_sale,1099900.0,3.0,1.0,258.0,458183.0,Houston,Missouri,65444.0,,
107828.0,sold,280000.0,4.0,2.0,0.38,1422544.0,Charlotte,North Carolina,28217.0,1953.0,2022-04-11
9352.0,sold,34900.0,,,0.23,300767.0,Cape Coral,Florida,33993.0,,2021-11-15
78247.0,sold,101700.0,3.0,1.0,0.19,243595.0,Bethalto,Illinois,62010.0,962.0,2022-01-18
78556.0,sold,499900.0,4.0,2.0,1.34,1265012.0,Franklin,Massachusetts,2038.0,1912.0,2021-12-16
22195.0,for_sale,349000.0,2.0,1.0,0.05,804995.0,Alexandria,Minnesota,56308.0,1005.0,
104983.0,sold,275000.0,4.0,3.0,0.34,1623103.0,Midlothian,Virginia,23112.0,1412.0,2021-10-27
66534.0,for_sale,189000.0,2.0,2.0,0.21,926659.0,Kissimmee,Florida,34747.0,937.0,2018-12-07
65811.0,for_sale,24000.0,,,0.54,961465.0,Albany,Louisiana,70443.0,,
96014.0,sold,450000.0,4.0,2.0,0.26,542195.0,Greenacres,Washington,99016.0,2016.0,2022-04-06
93778.0,for_sale,72900.0,2.0,1.0,0.22,1669793.0,Trotwood,Ohio,45426.0,912.0,2013-02-07
55244.0,for_sale,94000.0,3.0,1.0,0.11,1469351.0,Hollidaysburg,Pennsylvania,16648.0,,2010-04-22
16829.0,for_sale,650000.0,2.0,2.0,,436050.0,Washington,District of Columbia,20002.0,1100.0,2018-11-21
32105.0,sold,290000.0,3.0,2.0,0.67,15909.0,Auburn,Massachusetts,1501.0,936.0,2021-11-15
21903.0,for_sale,725000.0,5.0,4.0,0.95,673848.0,Trinidad,Colorado,81082.0,3940.0,2010-12-03
108325.0,sold,42500.0,,,,1812788.0,Blaine,Washington,98230.0,,2022-05-02
86907.0,sold,389900.0,4.0,3.0,0.16,1232940.0,Fort Worth,Texas,76137.0,2513.0,2022-02-28
42128.0,for_sale,649000.0,,1.0,,1751303.0,Los Angeles,California,90017.0,480.0,2017-07-26
81610.0,for_sale,118000.0,2.0,1.0,0.32,897603.0,Wonder Lake,Illinois,60097.0,723.0,2003-10-30
20159.0,ready_to_build,459990.0,3.0,,,808103.0,Cranberry Twp,Pennsylvania,16066.0,1766.0,
104831.0,sold,414500.0,4.0,3.0,0.26,97281.0,Lewisville,North Carolina,27023.0,,2022-01-05
64003.0,for_sale,59900.0,,,0.55,1046019.0,Aiken,South Carolina,29803.0,,2006-04-24
84996.0,sold,475000.0,3.0,1.0,0.12,579905.0,Antioch,California,94509.0,1243.0,2022-03-25
37253.0,for_sale,114900.0,3.0,2.0,0.72,1715595.0,Bloomingdale,Ohio,43910.0,1400.0,
1731.0,sold,259990.0,2.0,1.0,0.09,1507238.0,Beaumont,California,92223.0,700.0,2021-11-30
42268.0,for_sale,2395000.0,6.0,4.0,,1442796.0,New York,New York,10031.0,3976.0,2018-01-24
96014.0,sold,450000.0,4.0,3.0,0.15,1174316.0,Spokane,Washington,99203.0,2432.0,2021-12-20
8742.0,for_sale,240000.0,2.0,2.0,,782096.0,Naperville,Illinois,60564.0,1240.0,
1742.0,for_sale,165000.0,3.0,1.0,3.75,635472.0,Weston,West Virginia,26452.0,1713.0,
10311.0,sold,234900.0,3.0,3.0,0.07,958225.0,Panama City,Florida,32404.0,1750.0,2022-02-18
17348.0,for_sale,325000.0,6.0,6.0,0.5,525741.0,Christiansted,Virgin Islands,820.0,,
50656.0,sold,355000.0,3.0,3.0,0.1,566809.0,Cleveland,Ohio,44102.0,2128.0,2021-11-19
50002.0,for_sale,115000.0,3.0,2.0,1.66,998473.0,Van Buren,Arkansas,72956.0,1790.0,
25691.0,for_sale,169000.0,,,105.0,1846380.0,Benedicta,Maine,4733.0,,
46608.0,for_sale,149900.0,,,7.2,1911510.0,Chino Valley,Arizona,86323.0,,
457.0,sold,229000.0,3.0,1.0,0.15,1493824.0,Barstow,California,92311.0,1107.0,2022-02-28
110001.0,for_sale,35000.0,,,0.74,1718604.0,Dora,Alabama,35062.0,,
78825.0,for_sale,425000.0,3.0,2.0,0.28,1235522.0,Prescott Valley,Arizona,86314.0,1571.0,2005-08-25
100911.0,for_sale,2000000.0,2.0,3.0,4.83,959459.0,Tampa,Florida,33629.0,2405.0,
60041.0,for_sale,595000.0,4.0,4.0,0.25,214325.0,Verona,Wisconsin,53593.0,3350.0,2003-09-24
53016.0,sold,695000.0,3.0,3.0,0.12,418434.0,Lodi,California,95242.0,2304.0,2022-02-08
102838.0,sold,349990.0,3.0,2.0,0.18,279508.0,Plano,Texas,75023.0,1489.0,2022-03-25
53200.0,for_sale,989000.0,2.0,1.0,16.94,1008256.0,Fresno,California,93723.0,1710.0,
6079.0,for_sale,75000.0,,,0.36,1232884.0,Cape Girardeau,Missouri,63701.0,,
73860.0,for_sale,325000.0,3.0,3.0,,128691.0,Manassas,Virginia,20109.0,1890.0,2021-05-17
56314.0,for_sale,175000.0,,,2.54,1943843.0,Round Lake Township,Wisconsin,54843.0,,
11291.0,for_sale,525000.0,3.0,2.0,0.24,1797619.0,Ooltewah,Tennessee,37363.0,2082.0,2019-12-17
5356.0,sold,98000.0,3.0,1.0,0.35,593000.0,Polkton,North Carolina,28135.0,768.0,2022-04-15
102355.0,sold,2995000.0,2.0,2.0,101.37,1294876.0,Georgetown,Kentucky,40324.0,2434.0,2021-12-09
92988.0,sold,265000.0,2.0,2.0,14.0,428088.0,Tingley,Iowa,50863.0,1066.0,2021-11-19
66703.0,sold,505200.0,4.0,2.0,0.19,1479576.0,Chandler,Arizona,85225.0,2035.0,2022-03-28
106082.0,for_sale,94900.0,6.0,2.0,0.25,280616.0,Elmira,New York,14901.0,2448.0,
106734.0,sold,360000.0,2.0,2.0,,230253.0,Mahwah,New Jersey,7430.0,,2022-04-05
24586.0,for_sale,528900.0,3.0,3.0,0.25,326638.0,Pine Mountain Club,California,93225.0,2400.0,1989-09-20
15623.0,for_sale,799500.0,3.0,2.0,0.14,1505278.0,Santa Paula,California,93060.0,1350.0,2018-06-07
27030.0,sold,440766.0,4.0,4.0,0.15,887128.0,Denver,North Carolina,28037.0,2509.0,2021-11-15
53620.0,for_sale,365000.0,4.0,3.0,22.6,240493.0,West Plains,Missouri,65775.0,3017.0,2006-11-20
106713.0,for_sale,90000.0,,,0.5,188251.0,Fischer,Texas,78623.0,,
857.0,sold,468000.0,1.0,1.0,0.04,782920.0,San Jose,California,95131.0,645.0,2021-12-08
102648.0,for_sale,117500.0,3.0,2.0,0.24,1458475.0,Elk City,Oklahoma,73644.0,1960.0,1998-08-17
35386.0,for_sale,1027000.0,,,26.78,1131536.0,Fond du Lac,Wisconsin,54935.0,,
32222.0,for_sale,410000.0,3.0,2.0,0.41,425843.0,Los Lunas,New Mexico,87031.0,2065.0,2008-08-28
29056.0,for_sale,342000.0,3.0,3.0,,232810.0,Woodbridge,Virginia,22192.0,1558.0,2010-05-26
63309.0,sold,94900.0,2.0,1.0,0.2,42653.0,High Point,North Carolina,27260.0,,2022-04-04
104296.0,sold,304513.0,3.0,2.0,0.15,1690783.0,Lakeland,Florida,33810.0,1478.0,2021-12-10
82195.0,sold,1495000.0,3.0,2.0,0.06,739075.0,Venice,California,90291.0,1100.0,2021-12-30
32293.0,for_sale,550000.0,3.0,2.0,0.98,735873.0,Buckeye,Arizona,85326.0,1958.0,1980-02-20
2100.0,for_sale,337855.0,3.0,3.0,,310238.0,Grayson,Georgia,30017.0,1727.0,2013-05-08
39157.0,for_sale,25000.0,,,0.13,788475.0,Bradley,California,93426.0,,2005-11-17
53016.0,sold,210000.0,3.0,2.0,0.19,972376.0,Hillsboro,Texas,76645.0,1500.0,2022-03-28
83903.0,for_sale,2470000.0,,,76.0,1865600.0,Granger,Texas,76530.0,,
54293.0,for_sale,581880.0,3.0,2.0,1.0,1857436.0,Darlington,Maryland,21034.0,2789.0,
78502.0,for_sale,595000.0,,,25.0,1284812.0,Bellaire,Michigan,49615.0,,
32050.0,for_sale,975000.0,3.0,2.0,,63611.0,Inlet Beach,Florida,32461.0,1308.0,2018-08-16
67254.0,for_sale,150000.0,3.0,2.0,0.4,830650.0,Fayetteville,North Carolina,28306.0,1050.0,1993-08-03
56372.0,for_sale,54900.0,,,1.02,1677720.0,Rapid City,Michigan,49676.0,,2021-09-20
25971.0,for_sale,371085.0,3.0,2.0,0.03,1528745.0,Lehi,Utah,84043.0,1311.0,
72582.0,for_sale,1372000.0,4.0,4.0,2.26,1983287.0,Woodland,Washington,98674.0,3756.0,
33749.0,sold,184900.0,3.0,1.0,0.12,981471.0,Cuyahoga Falls,Ohio,44221.0,1650.0,2022-03-01
87946.0,sold,249900.0,2.0,2.0,,1538546.0,Leesburg,Virginia,20175.0,1004.0,2021-11-12
108694.0,for_sale,525000.0,5.0,3.0,0.35,375720.0,Ballwin,Missouri,63021.0,2833.0,2020-03-03
109972.0,for_sale,220000.0,3.0,2.0,,1819949.0,Foley,Alabama,36535.0,1381.0,2016-02-19
22581.0,sold,8900.0,,,0.36,1346875.0,Eloy,Arizona,85131.0,,2022-04-15
49756.0,for_sale,54999.0,,,1.2,2842.0,Stockton,Missouri,65785.0,,
57226.0,for_sale,2095000.0,3.0,3.0,,467001.0,Boston,Massachusetts,2111.0,2053.0,
74130.0,sold,614900.0,2.0,2.0,1.1,964029.0,Union City,California,94587.0,1129.0,2022-03-31
68156.0,for_sale,243205.0,4.0,3.0,0.15,1444316.0,Plaquemine,Louisiana,70764.0,1782.0,
30755.0,for_sale,649900.0,4.0,4.0,1.0,1323218.0,Roanoke,Virginia,24018.0,5315.0,
25919.0,for_sale,313500.0,5.0,3.0,,151512.0,Duson,Louisiana,70529.0,2772.0,
9003.0,for_sale,293500.0,3.0,2.0,0.5,854306.0,Newport,North Carolina,28570.0,1401.0,
78543.0,sold,699000.0,1.0,1.0,0.34,1711429.0,Santa Monica,California,90403.0,756.0,2021-11-19
54145.0,for_sale,249888.0,4.0,3.0,0.19,218322.0,Lancaster,Ohio,43130.0,1506.0,2017-08-24
30823.0,for_sale,164900.0,3.0,1.0,7.7,1228564.0,Comstock,Michigan,49048.0,1602.0,
81418.0,for_sale,189900.0,3.0,1.0,1.5,333550.0,Elkin,North Carolina,28621.0,,2019-07-12
62073.0,for_sale,750000.0,3.0,3.0,0.05,410603.0,Reno,Nevada,89509.0,1612.0,
31357.0,for_sale,1950000.0,7.0,7.0,1.56,1137051.0,Saint Paul,Minnesota,55102.0,12329.0,
3946.0,for_sale,144000.0,,,14.85,1850704.0,Elizabeth City,North Carolina,27909.0,,
99209.0,sold,575000.0,4.0,3.0,0.62,1470162.0,Champaign,Illinois,61822.0,3514.0,2022-04-06
271.0,sold,193000.0,3.0,2.0,0.17,716458.0,Newcastle,Oklahoma,73065.0,1428.0,2021-12-16
15623.0,for_sale,20000.0,,,5.11,622961.0,Palmdale,California,93591.0,,
22594.0,for_sale,125000.0,,,6.5,415911.0,Manhattan,Kansas,66502.0,,2019-12-16
22326.0,sold,385000.0,3.0,2.0,1.25,1733134.0,Barstow,California,92311.0,1886.0,2022-02-28
20986.0,sold,289900.0,6.0,4.0,0.41,1360089.0,Lake City,Michigan,49651.0,5244.0,2021-11-10
28978.0,sold,499000.0,3.0,2.0,0.18,1499389.0,North Babylon,New York,11703.0,,2022-02-16
78837.0,for_sale,479000.0,4.0,2.0,0.25,88479.0,Toms River,New Jersey,8753.0,2248.0,2002-09-06
40176.0,for_sale,160680.0,2.0,2.0,0.18,949618.0,Lindenhurst,Illinois,60046.0,1203.0,2001-06-05
79238.0,for_sale,55000.0,3.0,2.0,0.29,1500731.0,Eunice,Louisiana,70535.0,2480.0,
99620.0,sold,1025000.0,6.0,5.0,0.01,397659.0,Sevierville,Tennessee,37876.0,2621.0,2022-04-15
8727.0,for_sale,379900.0,3.0,2.0,0.3,327977.0,Homer Glen,Illinois,60491.0,2800.0,2014-01-03
85803.0,for_sale,159000.0,,,3.7,1985186.0,Reddick,Florida,32686.0,,
37134.0,for_sale,425000.0,4.0,2.0,0.13,650675.0,Miramar,Florida,33023.0,1776.0,1989-03-23
56353.0,for_sale,65900.0,3.0,2.0,,1072266.0,Akron,New York,14001.0,,
44642.0,sold,565000.0,4.0,2.0,0.18,1166727.0,Chandler,Arizona,85226.0,2311.0,2021-11-19
88822.0,for_sale,18000.0,,,0.55,1262355.0,Panora,Iowa,50216.0,,
10432.0,sold,700000.0,4.0,3.0,0.13,1375540.0,Coral Springs,Florida,33076.0,2716.0,2022-04-18
10543.0,sold,439000.0,2.0,1.0,0.21,311562.0,Beaverton,Oregon,97005.0,776.0,2022-02-28
93710.0,sold,459000.0,3.0,3.0,,1611327.0,Emerald Isle,North Carolina,28594.0,1536.0,2022-03-22
35386.0,for_sale,125000.0,,,4.0,1910380.0,Stevens Point,Wisconsin,54481.0,,
53116.0,for_sale,489900.0,2.0,2.0,,432697.0,Delray Beach,Florida,33446.0,1728.0,2021-09-20
78157.0,sold,330000.0,,,0.15,425116.0,Clearwater,Florida,33760.0,1690.0,2021-11-18
91025.0,ready_to_build,656990.0,5.0,,,1488440.0,Manvel,Texas,77578.0,4255.0,
78250.0,for_sale,725000.0,4.0,3.0,0.14,1663804.0,Denver,Colorado,80206.0,1392.0,1993-08-27
109640.0,sold,234900.0,3.0,2.0,0.18,415893.0,Elgin,Illinois,60123.0,,2021-12-02
98235.0,sold,699990.0,4.0,3.0,0.16,512894.0,Covina,California,91722.0,1496.0,2022-03-10
53564.0,for_sale,280000.0,4.0,2.0,0.17,1031817.0,Sterling Heights,Michigan,48312.0,1757.0,1991-01-25
40708.0,for_sale,259999.0,2.0,2.0,0.04,1764066.0,Skokie,Illinois,60077.0,1053.0,
78938.0,for_sale,45000.0,,,0.22,1040860.0,Punta Gorda,Florida,33950.0,,2005-07-27
34649.0,sold,330000.0,3.0,2.0,0.15,1587600.0,Ferris,Texas,75125.0,2136.0,2021-12-06
106750.0,for_sale,539900.0,2.0,2.0,0.0,1328811.0,Fort Pierce,Florida,34949.0,1257.0,
35386.0,sold,425000.0,3.0,2.0,0.55,1929591.0,Greenville,Wisconsin,54942.0,1712.0,2022-04-01
84120.0,for_sale,181000.0,2.0,2.0,1.0,761182.0,Sylacauga,Alabama,35151.0,1933.0,
94340.0,for_sale,769000.0,3.0,2.0,0.21,1048462.0,Redmond,Oregon,97756.0,2128.0,
16829.0,for_sale,799950.0,4.0,3.0,0.23,1688016.0,Austin,Texas,78759.0,2385.0,2006-04-13
22611.0,for_sale,529900.0,5.0,4.0,0.35,828481.0,Harker Heights,Texas,76548.0,3744.0,2014-08-04
19811.0,sold,356900.0,4.0,3.0,0.2,1432570.0,Dallas,Texas,75227.0,2276.0,2022-02-07
102782.0,sold,184900.0,3.0,2.0,0.8,796388.0,Braidwood,Illinois,60408.0,1300.0,2022-04-14
74171.0,for_sale,599900.0,4.0,4.0,0.15,1030204.0,Montgomery,Texas,77316.0,2488.0,
12844.0,for_sale,28500.0,,,0.44,901379.0,Rocky Mount,North Carolina,27804.0,,
37652.0,for_sale,290000.0,2.0,2.0,0.28,63916.0,Venice,Florida,34293.0,1083.0,2016-03-23
15429.0,for_sale,425000.0,2.0,2.0,0.06,610551.0,Sun City Center,Florida,33573.0,2014.0,2003-11-26
19504.0,for_sale,478000.0,3.0,2.0,1.0,4020.0,Georgetown,Delaware,19947.0,1853.0,
53282.0,for_sale,1200000.0,4.0,5.0,0.2,1821150.0,Atlanta,Georgia,30317.0,,2021-09-07
10457.0,sold,425000.0,4.0,4.0,0.18,1661895.0,Baltimore,Maryland,21244.0,2510.0,2021-10-26
30272.0,for_sale,48000.0,,,4.0,1861887.0,Vidalia,Georgia,30474.0,,
57984.0,sold,492900.0,3.0,2.0,0.15,1337021.0,Hialeah,Florida,33013.0,2048.0,2022-03-18
76101.0,sold,438836.0,3.0,2.0,0.14,462381.0,Columbia Falls,Montana,59912.0,1173.0,2022-04-28
94356.0,for_sale,415000.0,3.0,3.0,0.11,190309.0,San Bernardino,California,92411.0,1493.0,2021-02-25
64499.0,for_sale,79000.0,,,0.07,1988520.0,Grand Terrace,California,92324.0,,1980-03-03
15392.0,sold,156000.0,3.0,3.0,0.03,1637758.0,Painesville,Ohio,44077.0,1610.0,2021-11-02
53248.0,for_sale,555000.0,4.0,3.0,0.24,1251203.0,Marietta,Georgia,30068.0,1972.0,1987-11-18
5122.0,for_sale,475000.0,2.0,2.0,,1393246.0,Naples,Florida,34104.0,1295.0,2000-05-03
57077.0,for_sale,219500.0,,,0.28,1617237.0,Ocean Shores,Washington,98569.0,,
94303.0,sold,235000.0,3.0,2.0,0.16,99402.0,Palmer,Texas,75152.0,1620.0,2021-12-13
45909.0,sold,170000.0,4.0,2.0,0.13,1295664.0,Rochester,New York,14622.0,1340.0,2021-10-29
76586.0,for_sale,305462.0,3.0,2.0,,968731.0,Norman,Oklahoma,73069.0,1682.0,
89340.0,for_sale,552000.0,,,17.0,1869234.0,Foley,Alabama,36535.0,,
108070.0,sold,425000.0,4.0,4.0,0.24,145568.0,Fort Worth,Texas,76052.0,2858.0,2022-03-08
23592.0,sold,850000.0,1.0,1.0,,1815637.0,New York City,New York,11201.0,,2022-04-07
91390.0,for_sale,489900.0,3.0,4.0,0.04,1196958.0,Houston,Texas,77007.0,2173.0,2016-06-14
6916.0,sold,299995.0,,,16.54,1894924.0,Dawsonville,Georgia,30534.0,,2021-12-30
76085.0,for_sale,545000.0,2.0,2.0,0.19,30407.0,Naples,Florida,34104.0,1332.0,2015-12-30
52530.0,for_sale,39900.0,,,7.05,1957029.0,Kingman,Arizona,86401.0,,
71243.0,sold,190000.0,3.0,2.0,0.15,424758.0,Houston,Texas,77489.0,1357.0,2022-01-07
21332.0,sold,365000.0,3.0,2.0,0.21,656563.0,Kalispell,Montana,59901.0,1139.0,2021-11-12
99582.0,for_sale,374900.0,3.0,2.0,0.21,855676.0,Waukesha,Wisconsin,53188.0,1719.0,2018-01-22
17273.0,for_sale,349900.0,3.0,3.0,0.15,554760.0,Sweet Home,Oregon,97386.0,1431.0,2019-12-16
53428.0,sold,450000.0,3.0,2.0,0.66,381510.0,Morganville,New Jersey,7751.0,1889.0,2022-03-25
30084.0,sold,275000.0,3.0,2.0,0.17,1658409.0,El Paso,Texas,79911.0,1700.0,2021-12-21
87623.0,for_sale,319900.0,,,30.57,1892867.0,Powell,Wyoming,82435.0,,
81125.0,for_sale,25000.0,,,0.23,675636.0,Punta Gorda,Florida,33983.0,,
29587.0,for_sale,977000.0,,,1.5,838991.0,Durango,Colorado,81301.0,,
16829.0,for_sale,3198000.0,4.0,3.0,0.19,479976.0,Cupertino,California,95014.0,2538.0,2006-03-15
21444.0,for_sale,615000.0,3.0,2.0,0.35,1322651.0,Show Low,Arizona,85901.0,2205.0,1994-08-05
31542.0,for_sale,195000.0,,,2.5,1904038.0,Chugiak,Alaska,99567.0,,
48945.0,sold,540000.0,6.0,6.0,0.2,554191.0,Fort Myers,Florida,33967.0,,2021-11-29
3701.0,for_sale,329000.0,4.0,4.0,1.5,572473.0,Bay City,Texas,77414.0,2599.0,2017-02-08
83229.0,sold,260000.0,2.0,2.0,0.38,720025.0,New Lenox,Illinois,60451.0,1600.0,2022-04-27
53683.0,sold,240000.0,4.0,2.0,0.2,529394.0,Oklahoma City,Oklahoma,73127.0,2395.0,2022-01-14
73026.0,for_sale,599900.0,3.0,2.0,0.3,365464.0,Port Charlotte,Florida,33981.0,2432.0,2004-01-09
27173.0,sold,306990.0,3.0,3.0,0.02,162557.0,Cary,Illinois,60013.0,1790.0,2022-04-12
15018.0,for_sale,39000.0,,,4.36,1991866.0,Syracuse,New York,13215.0,,
104814.0,sold,240000.0,2.0,2.0,0.03,31067.0,Smyrna,Georgia,30080.0,1403.0,2021-11-11
51538.0,for_sale,175000.0,3.0,2.0,0.16,1287975.0,Lubbock,Texas,79424.0,1433.0,
89238.0,for_sale,229500.0,4.0,1.0,0.28,634891.0,Henrico,Virginia,23075.0,1208.0,2018-01-16
83464.0,sold,250000.0,2.0,2.0,0.13,227202.0,Victorville,California,92395.0,1192.0,2022-03-02
48747.0,for_sale,322900.0,3.0,3.0,0.04,424705.0,Tavares,Florida,32778.0,1817.0,
2802.0,sold,620000.0,4.0,3.0,0.11,1104171.0,Murrieta,California,92563.0,2017.0,2022-02-10
98034.0,sold,239000.0,3.0,2.0,0.89,99014.0,Mount Sterling,Kentucky,40353.0,1532.0,2022-03-15
61555.0,for_sale,169500.0,3.0,3.0,0.36,1569410.0,Braddyville,Iowa,51631.0,2574.0,
23440.0,for_sale,200000.0,4.0,3.0,0.27,1132171.0,Green Township,Ohio,45211.0,1263.0,
53984.0,sold,950000.0,5.0,3.0,56.85,1186315.0,Comanche,Texas,76442.0,3852.0,2021-11-17
91607.0,for_sale,559000.0,6.0,3.0,0.2,600452.0,Bay Shore,New York,11706.0,,2021-03-04
10613.0,for_sale,19900.0,,,0.83,1989088.0,Ashtabula,Ohio,44004.0,,
51853.0,sold,334500.0,3.0,2.0,0.2,88866.0,Orlando,Florida,32825.0,1378.0,2022-02-11
53016.0,for_sale,1799000.0,4.0,4.0,0.36,198514.0,Melrose,Massachusetts,2176.0,3800.0,
78539.0,sold,511000.0,3.0,2.0,0.11,397742.0,Beaverton,Oregon,97007.0,1540.0,2021-11-24
